,Player,Age,Team,Shot Type,FGM,FGA,FG%,X Coordinate,Y Coordinate
2039,LaMelo Ball,22,CHA,Left Corner,9,22,40.9,-235,0
2040,Lamar Stevens,26,MEM,Left Corner,4,16,25.0,-235,0
2041,Landry Shamet,27,WAS,Left Corner,5,17,29.4,-235,0
2042,Larry Nance Jr.,31,NOP,Left Corner,8,14,57.1,-235,0
2043,Lauri Markkanen,27,UTA,Left Corner,21,45,46.7,-235,0
2044,LeBron James,39,LAL,Left Corner,7,21,33.3,-235,0
2045,Leaky Black,25,CHA,Left Corner,3,6,50.0,-235,0
2046,Leonard Miller,20,MIN,Left Corner,1,1,100.0,-235,0
2047,Lester Quinones,23,GSW,Left Corner,4,9,44.4,-235,0
2048,Lindell Wigginton,26,MIL,Left Corner,0,0,0.0,-235,0
2049,Lindy Waters III,26,OKC,Left Corner,6,13,46.2,-235,0
2050,Lonnie Walker IV,25,BKN,Left Corner,16,35,45.7,-235,0
2051,Luguentz Dort,25,OKC,Left Corner,23,60,38.3,-235,0
2052,Luka Doncic,25,DAL,Left Corner,4,15,26.7,-235,0
2053,Luka Garza,25,MIN,Left Corner,1,2,50.0,-235,0
2054,Luka Samanic,24,UTA,Left Corner,5,17,29.4,-235,0
2055,Luke Kennard,28,MEM,Left Corner,5,16,31.3,-235,0
2056,Luke Kornet,28,BOS,Left Corner,0,0,0.0,-235,0
2057,Malachi Flynn,26,DET,Left Corner,5,17,29.4,-235,0
2058,Malaki Branham,21,SAS,Left Corner,11,35,31.4,-235,0
2059,Malcolm Brogdon,31,POR,Left Corner,6,16,37.5,-235,0
2060,Malik Beasley,27,MIL,Left Corner,44,94,46.8,-235,0
2061,Malik Monk,26,SAC,Left Corner,10,31,32.3,-235,0
2062,Malik Williams,25,TOR,Left Corner,0,0,0.0,-235,0
2063,Mamadi Diakite,27,NYK,Left Corner,0,0,0.0,-235,0
2064,MarJon Beauchamp,23,MIL,Left Corner,4,13,30.8,-235,0
2065,Marcus Morris Sr.,34,CLE,Left Corner,8,25,32.0,-235,0
2066,Marcus Sasser,23,DET,Left Corner,12,20,60.0,-235,0
2067,Marcus Smart,30,MEM,Left Corner,7,20,35.0,-235,0
2068,Mark Williams,22,CHA,Left Corner,0,0,0.0,-235,0
2069,Markelle Fultz,26,ORL,Left Corner,0,8,0.0,-235,0
2070,Markieff Morris,34,DAL,Left Corner,2,6,33.3,-235,0
2071,Marques Bolden,26,CHA,Left Corner,0,0,0.0,-235,0
2072,Marvin Bagley III,25,WAS,Left Corner,2,2,100.0,-235,0
2073,Mason Jones,25,SAC,Left Corner,0,1,0.0,-235,0
2074,Mason Plumlee,34,LAC,Left Corner,0,2,0.0,-235,0
2075,Matisse Thybulle,27,POR,Left Corner,18,51,35.3,-235,0
2076,Matt Hurt,24,MEM,Left Corner,2,3,66.7,-235,0
2077,Matt Ryan,27,NOP,Left Corner,7,13,53.8,-235,0
2078,Max Christie,21,LAL,Left Corner,16,33,48.5,-235,0
2079,Max Strus,28,CLE,Left Corner,26,72,36.1,-235,0
2080,Maxi Kleber,32,DAL,Left Corner,5,20,25.0,-235,0
2081,Maxwell Lewis,21,LAL,Left Corner,1,2,50.0,-235,0
2082,Micah Potter,26,UTA,Left Corner,4,6,66.7,-235,0
2083,Michael Porter Jr.,26,DEN,Left Corner,36,87,41.4,-235,0
2084,Mikal Bridges,27,BKN,Left Corner,39,100,39.0,-235,0
2085,Mike Conley,36,MIN,Left Corner,24,47,51.1,-235,0
2086,Mike Muscala,33,OKC,Left Corner,2,10,20.0,-235,0
2087,Miles Bridges,26,CHA,Left Corner,18,50,36.0,-235,0
2088,Miles McBride,23,NYK,Left Corner,25,60,41.7,-235,0
2089,Mitchell Robinson,26,NYK,Left Corner,0,0,0.0,-235,0
2090,Mo Bamba,26,PHI,Left Corner,0,3,0.0,-235,0
2091,Monte Morris,29,MIN,Left Corner,10,19,52.6,-235,0
2092,Moritz Wagner,27,ORL,Left Corner,5,15,33.3,-235,0
2093,Moses Brown,24,POR,Left Corner,0,0,0.0,-235,0
2094,Moses Moody,22,GSW,Left Corner,9,29,31.0,-235,0
2095,Mouhamadou Gueye,25,TOR,Left Corner,0,0,0.0,-235,0
2096,Mouhamed Gueye,21,ATL,Left Corner,0,3,0.0,-235,0
2097,Moussa Diabate,22,LAC,Left Corner,0,0,0.0,-235,0
2098,Myles Turner,28,IND,Left Corner,3,9,33.3,-235,0
2099,Maozinha Pereira,23,MEM,Left Corner,2,4,50.0,-235,0
2100,Naji Marshall,26,NOP,Left Corner,19,43,44.2,-235,0
2101,Nassir Little,24,PHX,Left Corner,5,16,31.3,-235,0
2102,Nate Hinton,25,HOU,Left Corner,0,1,0.0,-235,0
2103,Nate Williams,25,HOU,Left Corner,1,2,50.0,-235,0
2104,Nathan Mensah,26,CHA,Left Corner,0,0,0.0,-235,0
2105,Naz Reid,24,MIN,Left Corner,25,60,41.7,-235,0
2106,Neemias Queta,24,BOS,Left Corner,0,0,0.0,-235,0
2107,Nic Claxton,25,BKN,Left Corner,1,2,50.0,-235,0
2108,Nick Richards,26,CHA,Left Corner,0,0,0.0,-235,0
2109,Nick Smith Jr.,20,CHA,Left Corner,11,22,50.0,-235,0
2110,Nickeil Alexander-Walker,25,MIN,Left Corner,35,88,39.8,-235,0
2111,Nicolas Batum,35,PHI,Left Corner,23,51,45.1,-235,0
2112,Nikola Jokic,29,DEN,Left Corner,2,5,40.0,-235,0
2113,Nikola Jovic,21,MIA,Left Corner,11,24,45.8,-235,0
2114,Nikola Vucevic,33,CHI,Left Corner,2,9,22.2,-235,0
2115,Noah Clowney,19,BKN,Left Corner,5,8,62.5,-235,0
2116,Norman Powell,31,LAC,Left Corner,45,90,50.0,-235,0
2117,OG Anunoby,26,NYK,Left Corner,38,82,46.3,-235,0
2118,Obi Toppin,26,IND,Left Corner,31,72,43.1,-235,0
2119,Ochai Agbaji,24,TOR,Left Corner,18,50,36.0,-235,0
2120,Olivier Sarr,25,OKC,Left Corner,1,2,50.0,-235,0
2121,Olivier-Maxence Prosper,21,DAL,Left Corner,6,20,30.0,-235,0
2122,Omer Yurtseven,26,UTA,Left Corner,1,3,33.3,-235,0
2123,Onuralp Bitim,25,CHI,Left Corner,2,10,20.0,-235,0
2124,Onyeka Okongwu,23,ATL,Left Corner,6,19,31.6,-235,0
2125,Orlando Robinson,23,MIA,Left Corner,2,2,100.0,-235,0
2126,Oscar Tshiebwe,24,IND,Left Corner,0,0,0.0,-235,0
2127,Oshae Brissett,26,BOS,Left Corner,4,15,26.7,-235,0
2128,Otto Porter Jr.,31,TOR,Left Corner,1,1,100.0,-235,0
2129,Ousmane Dieng,21,OKC,Left Corner,7,11,63.6,-235,0
2130,P.J. Tucker,39,LAC,Left Corner,5,15,33.3,-235,0
2131,P.J. Washington,25,DAL,Left Corner,16,66,24.2,-235,0
2132,Paolo Banchero,21,ORL,Left Corner,1,11,9.1,-235,0
2133,Pascal Siakam,30,IND,Left Corner,15,33,45.5,-235,0
2134,Pat Connaughton,31,MIL,Left Corner,19,41,46.3,-235,0
2135,Pat Spencer,27,GSW,Left Corner,0,0,0.0,-235,0
2136,Patrick Baldwin Jr.,21,WAS,Left Corner,2,7,28.6,-235,0
2137,Patrick Beverley,35,MIL,Left Corner,14,26,53.8,-235,0
2138,Patrick Williams,22,CHI,Left Corner,8,21,38.1,-235,0
2139,Patty Mills,35,MIA,Left Corner,5,14,35.7,-235,0
2140,Paul George,34,LAC,Left Corner,21,39,53.8,-235,0
2141,Paul Reed,25,PHI,Left Corner,4,11,36.4,-235,0
2142,Payton Pritchard,26,BOS,Left Corner,23,56,41.1,-235,0
2143,Pete Nance,24,CLE,Left Corner,0,0,0.0,-235,0
2144,Peyton Watson,21,DEN,Left Corner,9,32,28.1,-235,0
2145,Precious Achiuwa,24,NYK,Left Corner,7,30,23.3,-235,0
2146,Quentin Grimes,24,DET,Left Corner,24,64,37.5,-235,0
2147,Quenton Jackson,25,IND,Left Corner,0,0,0.0,-235,0
2148,R.J. Hampton,23,MIA,Left Corner,0,2,0.0,-235,0
2149,RJ Barrett,24,TOR,Left Corner,9,28,32.1,-235,0
2150,RaiQuan Gray,24,SAS,Left Corner,0,1,0.0,-235,0
2151,Rayan Rupert,20,POR,Left Corner,7,20,35.0,-235,0
2152,Reggie Bullock Jr.,33,HOU,Left Corner,9,17,52.9,-235,0
2153,Reggie Jackson,34,DEN,Left Corner,10,29,34.5,-235,0
2154,Richaun Holmes,30,WAS,Left Corner,1,2,50.0,-235,0
2155,Ricky Council IV,22,PHI,Left Corner,2,6,33.3,-235,0
2156,Robert Covington,33,PHI,Left Corner,2,6,33.3,-235,0
2157,Robert Williams III,26,POR,Left Corner,0,0,0.0,-235,0
2158,Robin Lopez,36,MIL,Left Corner,1,4,25.0,-235,0
2159,Royce O'Neale,31,PHX,Left Corner,23,50,46.0,-235,0
2160,Rudy Gobert,32,MIN,Left Corner,0,0,0.0,-235,0
2161,Rui Hachimura,26,LAL,Left Corner,32,67,47.8,-235,0
2162,Russell Westbrook,35,LAC,Left Corner,8,31,25.8,-235,0
2163,Ryan Arcidiacono,30,NYK,Left Corner,0,0,0.0,-235,0
2164,Ryan Rollins,21,MIL,Left Corner,1,1,100.0,-235,0
2165,Saben Lee,25,PHX,Left Corner,1,6,16.7,-235,0
2166,Saddiq Bey,25,ATL,Left Corner,39,128,30.5,-235,0
2167,Sam Hauser,26,BOS,Left Corner,23,51,45.1,-235,0
2168,Sam Merrill,28,CLE,Left Corner,18,43,41.9,-235,0
2169,Sandro Mamukelashvili,25,SAS,Left Corner,1,8,12.5,-235,0
2170,Santi Aldama,23,MEM,Left Corner,18,46,39.1,-235,0
2171,Sasha Vezenkov,28,SAC,Left Corner,9,20,45.0,-235,0
2172,Scoot Henderson,20,POR,Left Corner,7,20,35.0,-235,0
2173,Scottie Barnes,22,TOR,Left Corner,6,25,24.0,-235,0
2174,Scotty Pippen Jr.,23,MEM,Left Corner,1,3,33.3,-235,0
2175,Seth Curry,33,CHA,Left Corner,13,21,61.9,-235,0
2176,Seth Lundy,24,ATL,Left Corner,0,2,0.0,-235,0
2177,Shaedon Sharpe,21,POR,Left Corner,8,20,40.0,-235,0
2178,Shai Gilgeous-Alexander,25,OKC,Left Corner,8,13,61.5,-235,0
2179,Shake Milton,27,NYK,Left Corner,5,11,45.5,-235,0
2180,Sidy Cissoko,20,SAS,Left Corner,0,2,0.0,-235,0
2181,Simone Fontecchio,28,DET,Left Corner,29,73,39.7,-235,0
2182,Skylar Mays,26,LAL,Left Corner,2,4,50.0,-235,0
2183,Spencer Dinwiddie,31,LAL,Left Corner,20,38,52.6,-235,0
2184,Stanley Umude,25,DET,Left Corner,4,13,30.8,-235,0
2185,Stephen Curry,36,GSW,Left Corner,22,42,52.4,-235,0
2186,Svi Mykhailiuk,27,BOS,Left Corner,14,23,60.9,-235,0
2187,T.J. McConnell,32,IND,Left Corner,2,4,50.0,-235,0
2188,T.J. Warren,30,MIN,Left Corner,1,2,50.0,-235,0
2189,Taj Gibson,39,DET,Left Corner,1,6,16.7,-235,0
2190,Talen Horton-Tucker,23,UTA,Left Corner,9,22,40.9,-235,0
2191,Tari Eason,23,HOU,Left Corner,2,4,50.0,-235,0
2192,Taurean Prince,30,LAL,Left Corner,32,83,38.6,-235,0
2193,Taylor Hendricks,20,UTA,Left Corner,15,33,45.5,-235,0
2194,Taze Moore,26,POR,Left Corner,0,2,0.0,-235,0
2195,Terance Mann,27,LAC,Left Corner,26,65,40.0,-235,0
2196,Terquavion Smith,21,PHI,Left Corner,1,2,50.0,-235,0
2197,Terry Rozier,30,MIA,Left Corner,30,78,38.5,-235,0
2198,Terry Taylor,24,CHI,Left Corner,1,4,25.0,-235,0
2199,Thaddeus Young,36,PHX,Left Corner,1,4,25.0,-235,0
2200,Thanasis Antetokounmpo,31,MIL,Left Corner,0,0,0.0,-235,0
2201,Theo Maledon,23,PHX,Left Corner,1,4,25.0,-235,0
2202,Thomas Bryant,26,MIA,Left Corner,1,2,50.0,-235,0
2203,Tim Hardaway Jr.,32,DAL,Left Corner,25,73,34.2,-235,0
2204,Timmy Allen,24,MEM,Left Corner,0,4,0.0,-235,0
2205,Tobias Harris,31,PHI,Left Corner,8,35,22.9,-235,0
2206,Torrey Craig,33,CHI,Left Corner,16,41,39.0,-235,0
2207,Tosan Evbuomwan,23,DET,Left Corner,7,15,46.7,-235,0
2208,Toumani Camara,24,POR,Left Corner,14,40,35.0,-235,0
2209,Trae Young,25,ATL,Left Corner,5,12,41.7,-235,0
2210,Trayce Jackson-Davis,24,GSW,Left Corner,0,0,0.0,-235,0
2211,Tre Jones,24,SAS,Left Corner,13,37,35.1,-235,0
2212,Tre Mann,23,CHA,Left Corner,6,15,40.0,-235,0
2213,Trendon Watford,23,BKN,Left Corner,5,13,38.5,-235,0
2214,Trent Forrest,26,ATL,Left Corner,1,4,25.0,-235,0
2215,Trevelin Queen,27,ORL,Left Corner,1,4,25.0,-235,0
2216,Trey Jemison,24,MEM,Left Corner,0,0,0.0,-235,0
2217,Trey Lyles,28,SAC,Left Corner,18,47,38.3,-235,0
2218,Trey Murphy III,24,NOP,Left Corner,21,47,44.7,-235,0
2219,Tristan Thompson,33,CLE,Left Corner,0,0,0.0,-235,0
2220,Tristan Vukcevic,21,WAS,Left Corner,0,1,0.0,-235,0
2221,Troy Brown Jr.,24,DET,Left Corner,7,25,28.0,-235,0
2222,Ty Jerome,26,CLE,Left Corner,0,0,0.0,-235,0
2223,TyTy Washington Jr.,22,MIL,Left Corner,0,0,0.0,-235,0
2224,Tyler Herro,24,MIA,Left Corner,2,10,20.0,-235,0
2225,Tyrese Haliburton,24,IND,Left Corner,4,14,28.6,-235,0
2226,Tyrese Maxey,23,PHI,Left Corner,13,24,54.2,-235,0
2227,Tyus Jones,28,WAS,Left Corner,18,43,41.9,-235,0
2228,Udoka Azubuike,24,PHX,Left Corner,0,0,0.0,-235,0
2229,Usman Garuba,22,GSW,Left Corner,0,0,0.0,-235,0
2230,Vasilije Micic,30,CHA,Left Corner,2,11,18.2,-235,0
2231,Victor Wembanyama,20,SAS,Left Corner,7,11,63.6,-235,0
2232,Vince Williams Jr.,23,MEM,Left Corner,17,43,39.5,-235,0
2233,Vit Krejci,24,ATL,Left Corner,4,13,30.8,-235,0
2234,Walker Kessler,22,UTA,Left Corner,2,12,16.7,-235,0
2235,Wendell Carter Jr.,25,ORL,Left Corner,11,35,31.4,-235,0
2236,Wendell Moore Jr.,22,MIN,Left Corner,0,0,0.0,-235,0
2237,Wenyen Gabriel,27,BOS,Left Corner,0,1,0.0,-235,0
2238,Wesley Matthews,37,ATL,Left Corner,7,12,58.3,-235,0
2239,Xavier Moon,29,LAC,Left Corner,0,1,0.0,-235,0
2240,Xavier Tillman,25,BOS,Left Corner,5,31,16.1,-235,0
2241,Yuta Watanabe,29,MEM,Left Corner,5,19,26.3,-235,0
2242,Zach Collins,26,SAS,Left Corner,4,13,30.8,-235,0
2243,Zach LaVine,29,CHI,Left Corner,9,17,52.9,-235,0
2244,Zavier Simpson,27,DET,Left Corner,0,1,0.0,-235,0
2245,Zeke Nnaji,23,DEN,Left Corner,0,3,0.0,-235,0
2246,Ziaire Williams,22,MEM,Left Corner,10,36,27.8,-235,0
2247,Zion Williamson,23,NOP,Left Corner,1,1,100.0,-235,0
2248,A.J. Lawson,23,DAL,Right Corner,4,15,26.7,235,0
2249,AJ Green,24,MIL,Right Corner,6,15,40.0,235,0
2250,AJ Griffin,20,ATL,Right Corner,1,3,33.3,235,0
2251,Aaron Gordon,28,DEN,Right Corner,13,27,48.1,235,0
2252,Aaron Holiday,27,HOU,Right Corner,16,31,51.6,235,0
2253,Aaron Nesmith,24,IND,Right Corner,38,86,44.2,235,0
2254,Aaron Wiggins,25,OKC,Right Corner,3,8,37.5,235,0
2255,Adam Flagler,24,OKC,Right Corner,0,0,0.0,235,0
2256,Adama Sanogo,22,CHI,Right Corner,0,0,0.0,235,0
2257,Admiral Schofield,27,ORL,Right Corner,1,2,50.0,235,0
2258,Al Horford,38,BOS,Right Corner,28,61,45.9,235,0
2259,Alec Burks,32,NYK,Right Corner,19,47,40.4,235,0
2260,Aleksej Pokusevski,22,CHA,Right Corner,2,9,22.2,235,0
2261,Alex Caruso,30,CHI,Right Corner,27,63,42.9,235,0
2262,Alex Fudge,21,DAL,Right Corner,0,0,0.0,235,0
2263,Alex Len,31,SAC,Right Corner,0,0,0.0,235,0
2264,Alondes Williams,25,MIA,Right Corner,0,0,0.0,235,0
2265,Alperen Sengun,21,HOU,Right Corner,0,1,0.0,235,0
2266,Amari Bailey,20,CHA,Right Corner,0,0,0.0,235,0
2267,Amen Thompson,21,HOU,Right Corner,2,12,16.7,235,0
2268,Amir Coffey,27,LAC,Right Corner,23,56,41.1,235,0
2269,Andre Drummond,30,CHI,Right Corner,0,0,0.0,235,0
2270,Andre Jackson Jr.,22,MIL,Right Corner,6,18,33.3,235,0
2271,Andrew Funk,24,CHI,Right Corner,0,1,0.0,235,0
2272,Andrew Nembhard,24,IND,Right Corner,15,30,50.0,235,0
2273,Andrew Wiggins,29,GSW,Right Corner,2,16,12.5,235,0
2274,Anfernee Simons,25,POR,Right Corner,5,15,33.3,235,0
2275,Anthony Black,20,ORL,Right Corner,13,28,46.4,235,0
2276,Anthony Davis,31,LAL,Right Corner,0,1,0.0,235,0
2277,Anthony Edwards,22,MIN,Right Corner,6,20,30.0,235,0
2278,Anthony Gill,31,WAS,Right Corner,0,5,0.0,235,0
2279,Armoni Brooks,26,BKN,Right Corner,0,3,0.0,235,0
2280,Ashton Hagans,24,POR,Right Corner,1,1,100.0,235,0
2281,Ausar Thompson,21,DET,Right Corner,10,35,28.6,235,0
2282,Austin Reaves,26,LAL,Right Corner,11,27,40.7,235,0
2283,Ayo Dosunmu,24,CHI,Right Corner,37,95,38.9,235,0
2284,Bam Adebayo,26,MIA,Right Corner,3,6,50.0,235,0
2285,Ben Sheppard,22,IND,Right Corner,21,49,42.9,235,0
2286,Ben Simmons,27,BKN,Right Corner,0,0,0.0,235,0
2287,Bennedict Mathurin,22,IND,Right Corner,5,12,41.7,235,0
2288,Bilal Coulibaly,19,WAS,Right Corner,19,54,35.2,235,0
2289,Bismack Biyombo,31,OKC,Right Corner,0,0,0.0,235,0
2290,Blake Wesley,21,SAS,Right Corner,7,13,53.8,235,0
2291,Boban Marjanovic,35,HOU,Right Corner,0,0,0.0,235,0
2292,Bobby Portis,29,MIL,Right Corner,21,50,42.0,235,0
2293,Bogdan Bogdanovic,31,ATL,Right Corner,30,72,41.7,235,0
2294,Bojan Bogdanovic,35,NYK,Right Corner,25,55,45.5,235,0
2295,Bol Bol,24,PHX,Right Corner,6,15,40.0,235,0
2296,Bones Hyland,23,LAC,Right Corner,2,9,22.2,235,0
2297,Bradley Beal,31,PHX,Right Corner,17,40,42.5,235,0
2298,Brandin Podziemski,21,GSW,Right Corner,10,20,50.0,235,0
2299,Brandon Boston Jr.,22,LAC,Right Corner,2,8,25.0,235,0
2300,Brandon Clarke,27,MEM,Right Corner,0,3,0.0,235,0
2301,Brandon Ingram,26,NOP,Right Corner,8,21,38.1,235,0
2302,Brandon Miller,21,CHA,Right Corner,20,47,42.6,235,0
2303,Brandon Williams,24,DAL,Right Corner,0,2,0.0,235,0
2304,Braxton Key,27,DEN,Right Corner,0,0,0.0,235,0
2305,Brice Sensabaugh,20,UTA,Right Corner,5,14,35.7,235,0
2306,Brook Lopez,36,MIL,Right Corner,17,36,47.2,235,0
2307,Bruce Brown,27,TOR,Right Corner,14,43,32.6,235,0
2308,Bruno Fernando,25,ATL,Right Corner,0,0,0.0,235,0
2309,Bryce McGowens,21,CHA,Right Corner,14,28,50.0,235,0
2310,Buddy Boeheim,24,DET,Right Corner,1,4,25.0,235,0
2311,Buddy Hield,31,PHI,Right Corner,20,44,45.5,235,0
2312,CJ McCollum,32,NOP,Right Corner,20,42,47.6,235,0
2313,Cade Cunningham,22,DET,Right Corner,11,25,44.0,235,0
2314,Caleb Houstan,21,ORL,Right Corner,14,33,42.4,235,0
2315,Caleb Martin,28,MIA,Right Corner,16,48,33.3,235,0
2316,Cam Reddish,24,LAL,Right Corner,9,37,24.3,235,0
2317,Cam Thomas,22,BKN,Right Corner,10,21,47.6,235,0
2318,Cam Whitmore,19,HOU,Right Corner,7,18,38.9,235,0
2319,Cameron Johnson,28,BKN,Right Corner,26,56,46.4,235,0
2320,Cameron Payne,29,PHI,Right Corner,7,24,29.2,235,0
2321,Caris LeVert,29,CLE,Right Corner,8,25,32.0,235,0
2322,Cason Wallace,20,OKC,Right Corner,27,62,43.5,235,0
2323,Cedi Osman,29,SAS,Right Corner,14,30,46.7,235,0
2324,Charles Bassey,23,SAS,Right Corner,0,0,0.0,235,0
2325,Charlie Brown Jr.,27,NYK,Right Corner,1,2,50.0,235,0
2326,Chet Holmgren,22,OKC,Right Corner,2,9,22.2,235,0
2327,Chimezie Metu,27,DET,Right Corner,4,16,25.0,235,0
2328,Chris Boucher,31,TOR,Right Corner,7,23,30.4,235,0
2329,Chris Duarte,27,SAC,Right Corner,6,16,37.5,235,0
2330,Chris Livingston,20,MIL,Right Corner,0,1,0.0,235,0
2331,Chris Paul,39,GSW,Right Corner,4,15,26.7,235,0
2332,Christian Braun,23,DEN,Right Corner,7,24,29.2,235,0
2333,Christian Wood,28,LAL,Right Corner,4,14,28.6,235,0
2334,Chuma Okeke,25,ORL,Right Corner,2,12,16.7,235,0
2335,Clint Capela,30,ATL,Right Corner,0,0,0.0,235,0
2336,Coby White,24,CHI,Right Corner,9,29,31.0,235,0
2337,Cody Martin,28,CHA,Right Corner,4,10,40.0,235,0
2338,Cody Zeller,31,NOP,Right Corner,0,0,0.0,235,0
2339,Colby Jones,22,SAC,Right Corner,0,2,0.0,235,0
2340,Cole Anthony,24,ORL,Right Corner,5,23,21.7,235,0
2341,Cole Swider,25,MIA,Right Corner,1,2,50.0,235,0
2342,Colin Castleton,24,LAL,Right Corner,0,0,0.0,235,0
2343,Collin Gillespie,25,DEN,Right Corner,1,2,50.0,235,0
2344,Collin Sexton,25,UTA,Right Corner,12,32,37.5,235,0
2345,Corey Kispert,25,WAS,Right Corner,18,50,36.0,235,0
2346,Cory Joseph,32,GSW,Right Corner,4,8,50.0,235,0
2347,Craig Porter Jr.,24,CLE,Right Corner,0,3,0.0,235,0
2348,D'Angelo Russell,28,LAL,Right Corner,10,27,37.0,235,0
2349,D'Moi Hodge,25,LAL,Right Corner,1,1,100.0,235,0
2350,D.J. Carton,23,TOR,Right Corner,1,3,33.3,235,0
2351,D.J. Wilson,28,ORL,Right Corner,1,1,100.0,235,0
2352,DaQuan Jeffries,26,NYK,Right Corner,0,0,0.0,235,0
2353,Daishen Nix,22,MIN,Right Corner,0,3,0.0,235,0
2354,Dalano Banton,24,POR,Right Corner,6,18,33.3,235,0
2355,Dalen Terry,21,CHI,Right Corner,6,19,31.6,235,0
2356,Damian Jones,29,CLE,Right Corner,1,3,33.3,235,0
2357,Damian Lillard,33,MIL,Right Corner,6,16,37.5,235,0
2358,Daniel Gafford,25,DAL,Right Corner,0,0,0.0,235,0
2359,Daniel Theis,32,LAC,Right Corner,4,8,50.0,235,0
2360,Danilo Gallinari,35,MIL,Right Corner,4,7,57.1,235,0
2361,Danny Green,37,PHI,Right Corner,0,1,0.0,235,0
2362,Dante Exum,28,DAL,Right Corner,11,22,50.0,235,0
2363,Danuel House Jr.,31,PHI,Right Corner,7,17,41.2,235,0
2364,Dario Saric,30,GSW,Right Corner,1,10,10.0,235,0
2365,Dariq Whitehead,19,BKN,Right Corner,0,0,0.0,235,0
2366,Darius Bazley,24,UTA,Right Corner,1,2,50.0,235,0
2367,Darius Garland,24,CLE,Right Corner,11,27,40.7,235,0
2368,David Duke Jr.,24,SAS,Right Corner,0,0,0.0,235,0
2369,David Roddy,23,PHX,Right Corner,9,22,40.9,235,0
2370,Davion Mitchell,25,SAC,Right Corner,7,18,38.9,235,0
2371,Davis Bertans,31,CHA,Right Corner,8,19,42.1,235,0
2372,Day'Ron Sharpe,22,BKN,Right Corner,1,4,25.0,235,0
2373,De'Aaron Fox,26,SAC,Right Corner,10,31,32.3,235,0
2374,De'Andre Hunter,26,ATL,Right Corner,19,46,41.3,235,0
2375,De'Anthony Melton,26,PHI,Right Corner,5,19,26.3,235,0
2376,DeAndre Jordan,35,DEN,Right Corner,0,0,0.0,235,0
2377,DeJon Jarreau,26,MEM,Right Corner,0,0,0.0,235,0
2378,DeMar DeRozan,34,CHI,Right Corner,8,26,30.8,235,0
2379,Dean Wade,27,CLE,Right Corner,19,41,46.3,235,0
2380,Deandre Ayton,25,POR,Right Corner,1,3,33.3,235,0
2381,Dejounte Murray,27,ATL,Right Corner,24,55,43.6,235,0
2382,Delon Wright,32,MIA,Right Corner,2,11,18.2,235,0
2383,Deni Avdija,23,WAS,Right Corner,18,33,54.5,235,0
2384,Dennis Schroder,30,BKN,Right Corner,13,27,48.1,235,0
2385,Dennis Smith Jr.,26,BKN,Right Corner,12,25,48.0,235,0
2386,Dereck Lively II,20,DAL,Right Corner,0,1,0.0,235,0
2387,Dereon Seabron,24,NOP,Right Corner,0,0,0.0,235,0
2388,Derrick Jones Jr.,27,DAL,Right Corner,25,73,34.2,235,0
2389,Derrick Rose,35,MEM,Right Corner,4,7,57.1,235,0
2390,Derrick White,29,BOS,Right Corner,27,66,40.9,235,0
2391,Desmond Bane,26,MEM,Right Corner,11,27,40.7,235,0
2392,Devin Booker,27,PHX,Right Corner,6,8,75.0,235,0
2393,Devin Vassell,23,SAS,Right Corner,23,41,56.1,235,0
2394,Devonte' Graham,29,SAS,Right Corner,2,5,40.0,235,0
2395,Dexter Dennis,25,DAL,Right Corner,0,0,0.0,235,0
2396,Dillon Brooks,28,HOU,Right Corner,13,26,50.0,235,0
2397,Domantas Sabonis,28,SAC,Right Corner,1,3,33.3,235,0
2398,Dominick Barlow,21,SAS,Right Corner,3,7,42.9,235,0
2399,Donovan Mitchell,27,CLE,Right Corner,5,13,38.5,235,0
2400,Donte DiVincenzo,27,NYK,Right Corner,42,81,51.9,235,0
2401,Dorian Finney-Smith,31,BKN,Right Corner,20,63,31.7,235,0
2402,Doug McDermott,32,IND,Right Corner,7,15,46.7,235,0
2403,Draymond Green,34,GSW,Right Corner,11,21,52.4,235,0
2404,Drew Eubanks,27,PHX,Right Corner,1,1,100.0,235,0
2405,Drew Peterson,24,BOS,Right Corner,0,0,0.0,235,0
2406,Dru Smith,26,MIA,Right Corner,2,3,66.7,235,0
2407,Duncan Robinson,30,MIA,Right Corner,27,58,46.6,235,0
2408,Duop Reath,28,POR,Right Corner,13,25,52.0,235,0
2409,Dwight Powell,32,DAL,Right Corner,1,2,50.0,235,0
2410,Dylan Windler,27,ATL,Right Corner,2,6,33.3,235,0
2411,Dyson Daniels,21,NOP,Right Corner,14,38,36.8,235,0
2412,E.J. Liddell,23,NOP,Right Corner,0,0,0.0,235,0
2413,Emoni Bates,20,CLE,Right Corner,0,2,0.0,235,0
2414,Eric Gordon,35,PHX,Right Corner,25,57,43.9,235,0
2415,Eugene Omoruyi,27,WAS,Right Corner,0,6,0.0,235,0
2416,Evan Fournier,31,DET,Right Corner,2,19,10.5,235,0
2417,Evan Mobley,23,CLE,Right Corner,6,16,37.5,235,0
2418,Filip Petrusev,24,PHI,Right Corner,0,0,0.0,235,0
2419,Frank Ntilikina,25,CHA,Right Corner,0,3,0.0,235,0
2420,Franz Wagner,22,ORL,Right Corner,3,16,18.8,235,0
2421,Fred VanVleet,30,HOU,Right Corner,12,27,44.4,235,0
2422,Furkan Korkmaz,26,PHI,Right Corner,2,2,100.0,235,0
